-57.419,-0.45032,-0.22669,0.68508,-0.3868,0.1028,1.8494,1.6987
-631.61,-6.7548,-0.9067700000000001,-2.6261,7.3905,7.9643,1.8494,1.6987
244.03,-0.19299000000000002,1.5868,-1.0276,4.3892,5.105,1.8494,1.6987
43.06399999999999,0.8363,1.2468,0.11417999999999999,11.0337,11.6807,1.8494,1.6987
0.0,1.4796,-1.0201,0.5709,2.094,2.6807,1.8494,1.6987
0.0,-1.7369,1.4735,-1.0276,-2.4371,-1.9887,1.8494,1.6987
244.03,2.1229,-0.5667300000000001,-1.256,-3.1452,-2.5284,1.8494,1.6987
-71.774,-1.9943,-2.2669,-1.4843,-6.4607,-6.0276,1.8494,1.6987
57.419,-1.4796,0.11335,1.3702,-1.0621,-0.5776,1.8494,1.6987
-71.774,-0.96496,-12.808,-19.982,5.4519,5.9975,1.8494,1.6987
129.19,-0.45032,-9.6344,-14.615,3.4594,4.1624,1.8494,1.6987
0.0,2.1229,-7.0275,-9.5911,10.3333,10.9681,1.8494,1.6987
244.03,2.5089,-3.1737,-3.9963,2.2437,2.8317,1.8494,1.6987
330.16,1.2223,-4.9872,-2.2836,-2.4943,-2.0368,1.8494,1.6987
-43.06399999999999,-1.7369,-2.0402,-2.3978,-3.1587,-2.5528,1.8494,1.6987
272.74,4.1815,1.3602,-1.256,-6.8887,-6.4665,1.8494,1.6987
-14.355,-0.45032,-31.057,6.2799,-0.4819,0.0032,1.8494,1.6987
-301.45,-0.19299000000000002,-32.757,9.0202,6.1645,6.7209,1.8494,1.6987
-330.16,-0.57898,-36.384,13.815999999999999,4.2131,4.9289,1.8494,1.6987
-215.32,1.6083,-32.417,16.555999999999997,10.3506,10.9868,1.8494,1.6987
-100.48,-0.45032,-20.516,9.2486,3.5121,4.1277,1.8494,1.6987
-157.9,0.7076399999999999,-0.5667300000000001,0.5709,-1.5273,-1.0576,1.8494,1.6987
-200.97,-3.5382,-1.7002,-2.2836,-2.9338,-2.3169999999999997,1.8494,1.6987
