-122.02,-3.5382,3.7971,-6.9079,-0.2583,1.6777,2.2278,0.5764
179.43,-1.7369,3.2304,-6.6795,-0.2769,3.5892,2.2278,0.5764
423.47,1.6083,4.8172,-8.849,-0.2589,2.6697,2.2278,0.5764
78.95100000000001,1.8656,-34.287,-39.221,-0.2557,4.5543,2.2278,0.5764
208.14,2.5089,-33.72,-38.992,-0.266,0.16899999999999998,2.2278,0.5764
394.76,2.3802,-39.048,-15.243,-0.2525,4.9328,2.2278,0.5764
222.5,0.8363,-42.901,5.5377,-0.2589,4.3975,2.2278,0.5764
93.306,-0.064331,-31.794,25.976,-0.2538,1.0364,2.2278,0.5764
179.43,3.5382,-26.693,29.858,-0.2654,3.3855,2.2278,0.5764
-35.887,1.8656,-11.165,48.812,-0.2647,4.8133,2.2278,0.5764
380.4,-3.6669,1.6435,28.374000000000002,-0.2577,6.3862,2.2278,0.5764
179.43,1.0936,7.9909,5.7661,-0.2622,1.7997,2.2278,0.5764
-7.1774,-2.6376,0.6234,-2.7974,-0.2622,-2.0568,2.2278,0.5764
193.79,-1.351,4.9306,-9.8766,-0.2538,4.4868,2.2278,0.5764
50.242,-0.8363,6.1774,-11.247,-0.257,-0.6432,2.2278,0.5764
495.24,2.7662,-31.68,-33.512,-0.2602,4.3037,2.2278,0.5764
236.85,3.1522,-32.247,-35.795,-0.2744,2.0137,2.2278,0.5764
538.3,4.3102,-33.607,-43.331,-0.2641,2.9364,2.2278,0.5764
136.37,3.2809,-36.554,-44.016000000000005,-0.2577,2.4468,2.2278,0.5764
-50.242,-1.9943,-38.821,-32.256,-0.2667,-2.9994,2.2278,0.5764
308.63,3.5382,-40.635,-13.645,-0.2525,0.5417,2.2278,0.5764
279.92,2.7662,-48.795,15.7,-0.2564,4.6552,2.2278,0.5764
165.08,3.2809,-33.834,33.74,-0.2544,5.992999999999999,2.2278,0.5764
64.597,2.1229,-36.894,36.366,-0.2583,0.9452,2.2278,0.5764
64.597,3.2809,-37.348,38.764,-0.2609,3.6638,2.2278,0.5764
-50.242,1.7369,-54.68899999999999,42.875,-0.2641,-2.3067,2.2278,0.5764
7.1774,1.9943,-63.303999999999995,47.67,-0.2532,6.2223,2.2278,0.5764
-50.242,3.6669,-52.648999999999994,55.663000000000004,-0.2667,1.8428,2.2278,0.5764
78.95100000000001,4.4388,-9.1244,59.317,-0.2557,3.3406,2.2278,0.5764
50.242,1.2223,1.3035,38.422,-0.2564,1.4001,2.2278,0.5764
523.95,2.7662,4.9306,12.046,-0.2596,-2.5329,2.2278,0.5764
466.53,1.351,12.298,8.0497,-0.2622,4.8994,2.2278,0.5764
380.4,-1.4796,11.731,7.3646,-0.2589,0.6156,2.2278,0.5764
193.79,-2.6376,11.390999999999998,8.1639,-0.2596,4.6044,2.2278,0.5764
322.98,0.19299000000000002,13.091,9.4199,-0.2673,5.8407,2.2278,0.5764
624.43,3.1522,-34.967,-44.131,-0.2615,2.254,2.2278,0.5764
-35.887,2.2516,-38.368,-43.445,-0.2667,3.6188,2.2278,0.5764
337.34,3.0236,-37.007,-47.67,-0.2724,2.2701,2.2278,0.5764
279.92,-0.064331,-43.355,-38.536,-0.2609,-2.7051,2.2278,0.5764
-265.56,1.8656,-49.589,55.549,-0.2519,4.4078,2.2278,0.5764
-279.92,2.6376,-7.8775,74.388,-0.2442,5.9955,2.2278,0.5764
265.56,1.9943,-7.4242,44.131,-0.2577,1.3712,2.2278,0.5764
21.531999999999996,-2.7662,6.404,-8.1639,-0.257,3.6387,2.2278,0.5764
179.43,-0.7076399999999999,5.9507,-1.3131,-0.2602,1.5344,2.2278,0.5764
466.53,1.0936,2.6636,-7.4788,-0.2583,-1.9148,2.2278,0.5764
437.82,1.0936,6.064,-12.845,-0.2628,0.2307,2.2278,0.5764
64.597,1.2223,15.698,-16.271,-0.2647,5.422999999999999,2.2278,0.5764
322.98,0.8363,12.978,-18.783,-0.2564,1.4708,2.2278,0.5764
150.73,-1.8656,14.565,-23.578000000000003,-0.2596,3.0167,2.2278,0.5764
351.69,2.6376,-0.73675,-21.865,-0.2692,2.4449,2.2278,0.5764
308.63,3.4095,-28.846999999999998,-31.342,-0.257,-3.5346,2.2278,0.5764
251.21,0.8363,-28.846999999999998,-29.173000000000002,-0.2609,0.5384,2.2278,0.5764
523.95,3.9242,-35.647,-49.153999999999996,-0.2615,1.1244,2.2278,0.5764
